Plant name;Common name (English);Origin;Classification;Diameter;Height;Colors (leaf);Colors (flower);Colors (bract);Colors (fruit);Planting period;Growth period;Blooming period;Fruiting period;Tags;Sunlight;Watering;Fertilizing;Pruning;Soil;Soil moisture MIN (%);Soil moisture MAX (%);Soil conductivity MIN (μs/cm);Soil conductivity MAX (μs/cm);Soil PH MIN;Soil PH MAX;Temperature MIN (℃);Temperature MAX (℃);Humidity MIN (%RH);Humidity MAX (%RH);Light MIN (lux);Light MAX (lux);Light MIN (mmol);Light MAX (mmol);
Aglaia odorata;;China;Meliaceae,Aglaia;≥10;15-18;;146;;;;;;6-10;;;3-4;;6,272;1;19;15;60;350;2000;0;0;10;35;30;80;1500;60000;3200;5400
Aglaonema commutatum 'Pseudobracteatum';;Subtropical areas;Araceae,Rohdea;≥10;≥15;56;147;;;;spring;;;;46,64;2;3;6,0;1;8;15;60;350;2000;0;0;12;32;30;85;2000;25000;1700;3500
Aglaonema commutatum 'Silver Queen';;Subtropical areas;Araceae,Aglaonema;≥10;≥15;56;;;;;spring;;;;46,64;2;3;6,0;1;8;15;60;350;2000;0;0;12;32;30;85;2000;25000;1700;3500
Aglaonema commutatum;;Tropical Asia;Araceae,Aglaonema;≥20;15-20;56;;;;;;;;;46,64;2-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Aglaonema nitidum 'Silver King';;Tropical Asia;Araceae,Aglaonema;≥20;15-20;56;;;;;;;;;46;2-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Aglaonema nitidum;;Asia;Araceae,Aglaonema;≥10;≥15;92;82;;;;spring;;5-6;;46;2;3;6,0;1;8;15;60;200;1500;0;0;12;32;30;85;1500;25000;1700;3500
Aglaonema sp;;Subtropical areas;Araceae,Rohdea;≥10;≥15;56;147;;;;spring;;;;46;2;3;6,0;1;8;15;60;350;2000;0;0;12;32;30;85;2000;25000;1700;3500
Aglaonema spp.;;Tropical Asia;Araceae,Rohdea;≥15;≥25;129,144;;;120;;;;;;32,46;1-2;3,6;6,0;1;6;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Ailanthus altissima;;China;Simaroubaceae,Ailanthus;≥15;≥25;;84;;87;;;;4-5;8-10;;4;3,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;4000;60000;4000;6000
Ajania pacifica;;Asia;Compositae,Ajania;≥10;15-18;;146;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Ajuga ciliata;;Eurasia;Labiatae,Ajuga;≥20;15-20;;119,144;;;;;;4-8;7-9;;1-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Ajuga genevensis;;Eurasia;Labiatae,Ajuga;≥20;15-20;;119,144;;;;;;4-8;7-9;;1-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Ajuga pyramidalis;;Eurasia;Labiatae,Ajuga;≥20;15-20;;120,42,61;;53;;;;4-8;7-9;;1-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Ajuga reptans;;Eurasia;Labiatae,Ajuga;≥20;15-20;;120,42,61;;53;;;;4-8;7-9;;1-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Akebia quinata;;China Taiwan;Lardizabalaceae,Akebia;≥10;≥15;;119,84,144;;12,8;;;;4-5;6-8;;2-3;3,6;6,0;2;8;15;60;350;2000;6.1;7;5;32;30;80;3500;20000;2000;4000
Akebia trifoliata;;China Taiwan;Lardizabalaceae,Akebia;≥10;≥15;;119,84,144;;12,8;;;;4-5;6-8;;2-3;3,6;6,0;2;8;15;60;350;2000;6.1;7;5;32;30;80;3500;20000;2000;4000
Albizia julibrissin;;Americas;Mimosaceae,Albizia;≥15;≥25;56;59;;;;;;6-7;8-10;;4;2,6;6,0;1;19;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Albuca namaquensis;;South Africa;Scilloideae,Albuca;3-10;5-35;56;146;;;;spring,autumn;;;;34;3-4;2,6;7,0;1;18;7;50;300;1000;0;0;8;35;15;80;2500;55000;3000;7000
Alcea rosea;;China;Malvaceae,Althaea;≥10;≥15;;119,59,144,120,146,8;;;;spring;;6-8;;;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;10;32;30;80;2500;30000;2500;4500
Alchemilla alpina;;China,Japan;Rosaceae,Alchemilla;≥10;15-18;;147;;;;;;6-9;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;30000;2500;4500
Alchemilla erythropoda;;China,Japan;Rosaceae,Alchemilla;≥10;15-18;;147;;;;;;6-9;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;30000;2500;4500
Alchemilla mollis;;China;Rosaceae,Alchemilla;≥10;15-18;;146;;;;;;7-9;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;3500;20000;2000;4000
Alchemilla vulgaris;;China,Japan;Rosaceae,Alchemilla;≥10;15-18;;147;;;;;;6-9;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;30000;2500;4500
Allamanda cathartica 'Hendersonii';;Southern United States and Brazil;Apocynaceae,Allamanda;≥10;≥15;;52;;56;;;;5-8;10-12;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;10;35;30;80;3500;30000;2500;4500
Allamanda cathartica;;Southern United States and Brazil;Apocynaceae,Allamanda;≥10;≥15;;52;;;;;;5-8;10-12;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;10;35;30;80;3500;30000;2500;4500
Allamanda schottii;;Southern United States and Brazil;Apocynaceae,Allamanda;≥10;≥15;;52;;;;;;5-8;10-12;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;10;35;30;80;3500;30000;2500;4500
Allium ampeloprasum;;Western Asia,Central Asia;Liliaceae,Allium;≥10;≥15;56;56;;;;;;5-8;7-9;;4;2,6;6,0;1;8;20;65;100;2000;5.5;8;5;35;30;80;3500;95000;3000;12000
Allium amplectens;;China;Liliaceae,Allium;≥10;≥15;56;144;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium ascalonicum;;China;Liliaceae,Allium;≥10;≥15;56;144;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium atropurpureum;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium caeruleum 'Azure';;South Eastern Asia;Liliaceae,Allium;≥10;≥15;56;144;;;;;;5-10;8-12;;4;3,6;6,0;1;8;25;65;50;2000;6;7;6;35;30;80;2500;110000;3600;15000
Allium cepa;;Central Asia,Western Asia;Liliaceae,Allium;≥10;≥15;;144,146,120;;;;;;5-7;5-7;;4;,6;6,0;1;8;25;70;100;2500;5.5;6.5;8;35;30;80;3500;120000;3800;17000
Allium cernuum;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium cristophii;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium fistulosum 'Evergreen Bunching';;China;Liliaceae,Allium;≥10;≥15;56;144,82;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium giganteum;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium karataviense;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium moly;;China;Liliaceae,Allium;≥10;≥15;56;146;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium neapolitanum;;China;Liliaceae,Allium;≥10;≥15;56;144,90;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium nigrum;;China;Liliaceae,Allium;≥10;≥15;56;144;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium oschaninii;;China;Liliaceae,Allium;≥10;≥15;56;144,147;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;25;70;100;2000;6;7;8;35;30;80;3500;120000;3800;18000
Allium roseum;;China;Liliaceae,Allium;≥10;≥15;56;144,90;;;;;;3-6;3-6;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium sativum;;Western Asia,Central Asia;Liliaceae,Allium;≥10;≥15;56;56;;;;;;5-8;7-9;;4;2,6;6,0;1;8;20;65;100;2000;5.5;8;5;35;30;80;3500;95000;3000;12000
Allium schoenoprasum;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium scorodoprasum;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium sphaerocephalon;;China;Liliaceae,Allium;≥10;≥15;56;119;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium stipitatum;;China;Liliaceae,Allium;≥10;≥15;56;144;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium tuberosum;;South Eastern Asia;Liliaceae,Allium;≥10;≥15;56;144;;;;;;5-10;8-12;;4;3,6;6,0;1;8;25;65;50;2000;6;7;6;35;30;80;2500;110000;3600;15000
Allium ursinum;;China;Liliaceae,Allium;≥10;≥15;56;144;;;;;;4-7;4-7;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;50000;3000;7200
Allium vineale;;Western Asia,Central Asia;Liliaceae,Allium;≥10;≥15;56;56;;;;;;5-8;7-9;;4;2,6;6,0;1;8;20;65;100;2000;5.5;8;5;35;30;80;3500;95000;3000;12000
Alloplectus martius;;Tropical Americas;Gesneriaceae,Alloplectus;≥20;15-30;57;52;;;;spring,summer,autumn;;3-10;;;2-3;4;6,0;1;0;15;60;350;2000;0;0;12;32;30;80;3700;20000;2000;4000
Alnus glutinosa;;Europe,North Africa,Asia;Betulaceae,Alnus;≥25;≥30;;144;;;;;;3-4;7;;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;60000;4000;6000
Alocasia cucullata;;South America;Araceae,Alocasia;≥10;≥15;56;;;;;spring,autumn;;;;46;2;,6;7,0;129;19;15;60;350;2000;0;0;5;32;30;85;900;22500;1500;3200
Alocasia macrorrhizos;;South America;Araceae,Alocasia;≥10;≥20;92;;;;;spring,autumn;;;;46;2;,5;6,2;1;8;15;60;350;2000;0;0;10;32;30;85;1000;22500;1600;3200
Aloe arborescens;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe aristata;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe brevifolia;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe broomii;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe dichotoma;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe erinacea;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-3;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;1500;36000;2000;5300
Aloe ferox;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe maculata;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe marlothii;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe nobilis;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-3;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;1500;36000;2000;5300
Aloe polyphylla;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe squarrosa;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe striata;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloe 'Variegata';;Southern Africa;Liliaceae,Aloe;≥10;5-20;56;107,52;;;;;;;;34,64;2-3;1;6,0;1;0;7;50;300;1000;0;0;8;32;15;80;3700;20000;2000;4000
Aloe vera;;Africa;Liliaceae,Aloe;≥10;≥15;56;146,106;;;;spring,autumn;;;;34,64;2-4;1;7,256;1;8;7;50;300;1000;0;0;8;35;15;80;3000;70000;3200;6400
Aloysia triphylla;;Europe;Verbenaceae,Verbena;≥10;15-18;;144,45,90;;;;;;6-8;7-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3500;30000;2500;4500
Alpinia galanga;;Subtropical areas;Zingiberaceae,Alpinia;≥20;20-30;;110;;119;;;;5-8;9-11;;1-3;2,6;6,256;1;19;15;60;350;2000;0;0;8;32;30;80;1500;6000;1200;2500
Alpinia zerumbet 'Variegata';;Tropical Asia;Zingiberaceae,Alpinia;≥20;15-20;57;144,146,59;;;;;;4-6;7-10;;2-3;4;7,16;1;19;15;60;350;2000;0;0;8;35;30;85;3700;30000;2500;4500
Alpinia zerumbet;;Tropical Asia;Zingiberaceae,Alpinia;≥20;15-20;;144,96,59;;107;;;;4-6;7-10;;2-3;4;7,16;1;19;15;60;350;2000;0;0;8;35;30;85;3700;30000;2500;4500
Alstroemeria aurea 'Aurantiaca';;Chile;Alstroemeriaceae,Alstroemeria;≥10;≥15;;52,120;;;;;;5-7;8-10;;2-3;2,6;6,0;1;8;15;60;350;2000;6.1;7;8;32;30;80;4000;50000;3500;5000
Alternanthera ficoidea;;Brazil;Amaranthaceae,Alternanthera;≥10;≥10;120,146,56,12;144;;;;;;;;46;3-4;,5,6;6,16;1;19;15;60;350;2000;0;0;10;32;30;85;3600;50000;3500;5000
Alternanthera philoxeroides;;Brazil;Amaranthaceae,Alternanthera;≥10;≥15;;146,144,62;;;;;;5-10;;;2-4;3,6;6,0;1;19;15;60;350;2000;0;0;5;32;30;80;4000;30000;2500;4500
Alyogyne huegeli;;China,Malaysia;Compositae,Gynura;≥10;15-18;;146,119;;;;;;10-4;;;2-4;2,6;5,2;1;8;15;60;350;2000;0;0;8;35;30;80;3500;20000;2000;4000
Alyssum montanum;;Eurasia;Cruciferae,Alyssum;≥10;≥15;;82;;;;;;4-5;;;3-4;2,6;5,0;1;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Alyssum saxatilis;;Eurasia;Cruciferae,Alyssum;≥10;≥15;;82;;;;;;4-5;;;3-4;2,6;5,0;1;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Amaranthus caudatus;;Tropical areas;Amaranthaceae,Amaranthus;≥20;15-20;;120;;;;;;7-8;9-10;;2-3;4;0,64;1;19;15;60;350;2000;0;0;5;32;30;80;3700;20000;2000;4000
Amaranthus dubius;;China,India,Southeast Asia;Amaranthaceae,Amaranthus;≥10;≥15;;119;;8,12;;;;5-8;7-9;;3-4;2,6;6,0;1;19;25;65;150;2500;5.5;5.5;12;35;30;80;3500;90000;3700;14000
Amaranthus retroflexus;;China;Amaranthaceae,Amaranthus;≥10;15-18;;144;;8,12;;;;7-8;8-9;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;3500;50000;3500;5000
Amaranthus tricolor;;Tropical and subtropical areas;Amaranthaceae,Alternanthera;≥10;≥15;56,120,87;84,51;;;;;;;;;4;3,6;6,0;1;8;15;60;350;2000;6.1;7;10;35;30;80;4000;50000;3500;5000
Amelanchier alnifolia;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier arborea;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier bartramiana;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier canadensis;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier laevis;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier ovalis;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier spicata;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier spp.;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Amelanchier × grandiflora;;North America;Rosaceae,Amelanchier;≥15;≥25;;144;;97;;;;;9-10;;3-4;2,6;5,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Ammi majus;;China;Umbelliferae,Ammi;≥10;15-18;;144;;;;;;6;7-8;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;2000;55000;2500;4600
Ammi visnaga;;China;Umbelliferae,Ammi;≥10;15-18;;144;;;;;;6;7-8;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;2000;55000;2500;4600
Amomum tsao-ko;;China;Zingiberaceae,Alpinia;≥20;≥25;56;144,112;;;;;;4-6;5-8;;4;2,6;0,64;1;19;15;60;350;2000;0;0;10;35;30;80;3700;30000;2500;4500
Amorpha fruticosa;;United States;Leguminosae,Amorpha;≥15;≥25;;119;;12;;;;5-10;5-10;;4;2,6;6,0;2;8;15;60;350;2000;0;0;5;32;30;80;3500;60000;4000;6000
Ampelopsis arborea;;Western Asia;Vitaceae,Ampelopsis;≥10;;;147;;56,146,120;;;;4-5;8-9;33;4;2,6;5,0;512;8;15;60;350;2000;0;0;10;35;30;80;4000;80000;4000;8000
Ampelopsis brevipedunculata;;Asia;Vitaceae,Ampelopsis;≥10;;;144;;33;;;;7-8;9-10;33;4;2,6;5,0;512;8;15;60;350;2000;0;0;10;35;30;80;4000;80000;4000;8000
Ampelopsis glandulosa;;Asia;Vitaceae,Ampelopsis;≥10;;;144;;33;;;;7-8;9-10;33;4;2,6;5,0;512;8;15;60;350;2000;0;0;10;35;30;80;4000;80000;4000;8000
Amsonia ×;;China;Apocynaceae,Amsonia;≥10;15-18;;45;;;;;;6;;;1-2;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Amygdalus persica;;Central China;Rosaceae,Prunus;≥10;≥15;;59,144;;;;;;3-4;;69;3;2,6;0,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;4000;6000
Anacampseros rufescens 'Variegata';;Africa;Portulacaceae,Anacampseros;≥5;≥5;56,120;59;;;;spring,autumn;;;;34;2-3;2,6;8,0;1;18;7;50;300;1000;0;0;5;35;15;80;3500;65000;3600;7600
Anacardiaceae;;China,India,Korea,Japan;Anacardiaceae,Toxicodendron;≥20;15-20;;147;;146;;;;5-6;7-10;;4;4;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Ananas comosus 'Variegata';;Mexico;Bromeliaceae,Billbergia;≥10;≥15;56;;107;;;spring,autumn;;winter,spring;;;2-3;,6;5,256;1;19;15;60;300;1000;0;0;10;37;30;85;800;27000;2000;4300
Ananas comosus;;South America;Bromeliaceae,Ananas;≥15;30-35;;120;;147,53;;;;5-8;9-10;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;3000;35000;2500;5000
Andrographis paniculata;;South Asia;Acanthaceae,Andrographis;≥10;≥15;;90;;12;;;;7-10;8-11;;4;2,6;5,0;1;8;15;60;350;2000;6.1;7;8;35;30;80;2000;70000;3500;7700
Andromeda polifolia;;China;Ericaceae,Rhododendron;≥10;≥15;;59;;;;;;4-6;;;2-3;4;5,16;1;19;15;60;350;2000;0;0;12;32;30;80;2000;25000;1800;4000
Anemone blanda;Balkan anemone;Mediterranean coastal areas;Ranunculaceae,Anemone;≥10;≥15;;144,59,119,45;;;;;;4-7;;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;50000;3500;5000
Anemone coronaria;;Mediterranean coastal areas;Ranunculaceae,Anemone;≥10;≥15;;120,59,106,146,45,119,144;;;;;;4-7;;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;50000;3500;5000
Anemone hupehensis 'japonica';;China;Ranunculaceae,Paeonia;≥10;≥15;;120,59,146;;;;;;4-5;;;3;2,6;6,0;1;19;15;60;300;2000;0;0;8;32;30;80;2000;50000;4400;7400
Anemone hupehensis;;China;Ranunculaceae,Anemone;≥10;15-18;;96,59;;;;;;7-10;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3500;30000;2500;4500
Anemone multifida;;Mediterranean coastal areas;Ranunculaceae,Anemone;≥10;≥15;;144;;;;;;4-7;;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;50000;3500;5000
Anemone spp.;;Mediterranean coastal areas;Ranunculaceae,Anemone;≥10;≥15;;144,59,119;;;;;;4-7;;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;50000;3500;5000
Anemone sylvestris;;Mediterranean coastal areas;Ranunculaceae,Anemone;≥10;≥15;;144,59;;;;;;4-7;;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;50000;3500;5000
Anethum graveolens;;Mediterranean coastal areas;Umbelliferae,Anethum;≥15;≥25;;146;;12;;;;5-8;7-9;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Angelonia angustifolia;;South America;Scrophulariaceae,Angelonia;≥20;15-20;;119,59,144;;;;;;6-9;;;4;4;0,64;1;18;15;60;350;2000;0;0;8;32;30;80;3700;30000;2500;4500
Anguloa uniflora;;South America;Orchidaceae,Anguloa;≥10;;;144,82,120;;;;;;3-6;;38;2-4;2,6;6,0;1;0;15;60;350;2000;0;0;8;32;30;80;3700;30000;2500;4500
Anigozanthos flavidus;;Americas;Convolvulaceae,Antirrhinum;≥10;15-18;;52,120;;;;;;7-9;;;2;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Anigozanthos manglesii;;Southwestern Australia;Haemodoraceae,Anigozanthos;≥20;20-30;;146,120;;;;;;2-6;;;2-4;2,6;7,4;0;19;15;60;350;2000;3.7;5.2;5;35;30;80;3700;30000;2500;4500
Anisodontea capensis;;South Africa;Malvaceae,Anisodontea;≥10;≥15;;144,119,59;;;;spring,summer,autumn;;4-11;;;2-4;2,6;5,0;1;19;15;60;350;2000;0;0;5;35;30;80;2300;55000;3000;6700
Anisomeles indica;;Europe;Labiatae,Epimeredi;≥20;15-20;;64,119,90;;;;;;9-10;;;2-3;4;0,64;1;19;15;60;350;2000;0;0;8;35;30;80;3700;20000;2000;4000
Annona cherimola;;Tropical Americas;Annonaceae,Annona;≥20;20-30;;82;;147;;;;5-6;6-11;;3-4;2,6;0,4;1;6;15;60;350;2000;0;0;8;35;30;85;3700;60000;4000;6000
Annona muricata;;Tropical Americas;Annonaceae,Annona;≥20;20-30;;82;;147;;;;5-6;6-11;;3-4;2,6;0,4;1;6;15;60;350;2000;0;0;8;35;30;85;3700;60000;4000;6000
Annona reticulata;;Tropical Americas;Annonaceae,Annona;≥20;20-30;;82;;147;;;;5-6;6-11;;3-4;2,6;0,4;1;6;15;60;350;2000;0;0;8;35;30;85;3700;60000;4000;6000
Annona squamosa;;Tropical Americas,West Indies;Annonaceae,Annona;≥20;15-20;;147;;56;;;;5-6;8-10;;3-4;4;8,0;1;6;15;60;350;2000;0;0;8;35;30;80;3700;50000;3500;5000
Annona × atemoya;;Tropical Americas;Annonaceae,Annona;≥20;20-30;;21,146;;147;;;;5-6;6-11;;3-4;2,6;0,4;1;6;15;60;350;2000;0;0;8;35;30;85;3700;60000;4000;6000
Anoectochilus roxburghii;;Asia;Orchidaceae,Anoectochilus;≥10;≥10;29;144,140;;;;spring,autumn;;8-11;;38;2;2,6;7,0;129;17;15;45;350;2000;0;0;8;32;30;85;500;20000;1500;3400
Anredera cordifolia;;Brazil;Basellaceae,Anredera;≥10;≥15;56;;;;;;;;;33,46;2-3;,6;7,0;1;6;15;60;350;2000;0;0;8;32;30;85;1500;6000;1200;2500
Anthriscus sylvestris;;China;Umbelliferae,Anthriscus;≥10;15-18;;144;;;;;;4-5;4-5;;2-3;4;12,0;0;19;15;60;350;2000;0;0;8;32;30;80;3700;20000;2000;4000
Anthurium andraeanum;;Holland;Araceae,Anthurium;≥10;16-20;56;;120,59,106,146,144;;;;;1-12;;64;2-3;,5,6;6,0;1;19;15;65;350;2000;0;0;15;32;30;85;1500;35000;2400;4800
Anthurium crystallinum;;Holland;Araceae,Anthurium;≥10;16-20;26,110;;144;;;;;1-12;;;2;,5,6;6,0;1;19;15;65;350;2000;0;0;15;32;30;85;1000;22500;1600;3200
